expirationDate,Strike,CallsOI,CallsVolume,CallLastPrice,CallIV,CallInMoney,Calls_dollarsFromStrike,Calls_dollarsFromStrikeXoi,CallLastPrice,Calls_lastPriceXoi,PutsOI,PutsVolume,PutLastPrice,Puts_lastPriceXoi,PutIV,PutInMoney,Puts_dollarsFromStrike,Puts_dollarsFromStrikeXoi,PutLastPrice,TotalOI
2023-03-03,25.0,0.0,,49.06,1.0000000000000003e-05,True,37.650001525878906,0.0,49.06,0.0,746.0,3.0,0.02,14.92,0.500005,False,37.650001525878906,28086.901138305664,0.02,746.0
2023-03-03,38.0,1.0,1.0,24.47,1.0000000000000003e-05,True,24.650001525878906,24.650001525878906,24.47,24.47,229.0,9.0,0.01,2.29,0.500005,False,24.650001525878906,5644.8503494262695,0.01,230.0
2023-03-03,40.0,3.0,1.0,28.3,1.0000000000000003e-05,True,22.650001525878906,67.95000457763672,28.3,84.9,968.0,19.0,0.02,19.36,0.500005,False,22.650001525878906,21925.20147705078,0.02,971.0
2023-03-03,42.0,9.0,,29.4,1.0000000000000003e-05,True,20.650001525878906,185.85001373291016,29.4,264.59999999999997,220.0,4.0,0.03,6.6,0.500005,False,20.650001525878906,4543.000335693359,0.03,229.0
2023-03-03,43.0,2.0,2.0,22.7,1.0000000000000003e-05,True,19.650001525878906,39.30000305175781,22.7,45.4,195.0,40.0,0.01,1.95,0.500005,False,19.650001525878906,3831.7502975463867,0.01,197.0
2023-03-03,44.0,3.0,1.0,18.86,1.0000000000000003e-05,True,18.650001525878906,55.95000457763672,18.86,56.58,816.0,19.0,0.02,16.32,0.500005,False,18.650001525878906,15218.401245117188,0.02,819.0
2023-03-03,45.0,19.0,9.0,17.74,1.0000000000000003e-05,True,17.650001525878906,335.3500289916992,17.74,337.05999999999995,385.0,1.0,0.01,3.85,0.500005,False,17.650001525878906,6795.250587463379,0.01,404.0
2023-03-03,46.0,15.0,9.0,16.51,1.0000000000000003e-05,True,16.650001525878906,249.7500228881836,16.51,247.65000000000003,117.0,1.0,0.03,3.51,0.500005,False,16.650001525878906,1948.050178527832,0.03,132.0
2023-03-03,47.0,58.0,1.0,18.67,1.0000000000000003e-05,True,15.650001525878906,907.7000885009766,18.67,1082.8600000000001,480.0,266.0,0.02,9.6,0.500005,False,15.650001525878906,7512.000732421875,0.02,538.0
2023-03-03,48.0,41.0,4.0,14.88,1.0000000000000003e-05,True,14.650001525878906,600.6500625610352,14.88,610.08,150.0,29.0,0.04,6.0,0.500005,False,14.650001525878906,2197.500228881836,0.04,191.0
2023-03-03,48.5,1.0,1.0,14.05,1.0000000000000003e-05,True,14.150001525878906,14.150001525878906,14.05,14.05,42.0,35.0,0.02,0.84,0.500005,False,14.150001525878906,594.3000640869141,0.02,43.0
2023-03-03,49.0,49.0,13.0,13.43,1.0000000000000003e-05,True,13.650001525878906,668.8500747680664,13.43,658.0699999999999,84.0,4.0,0.04,3.36,0.500005,False,13.650001525878906,1146.6001281738281,0.04,133.0
2023-03-03,49.5,4.0,1.0,13.45,1.0000000000000003e-05,True,13.150001525878906,52.600006103515625,13.45,53.8,1004.0,7.0,0.03,30.119999999999997,0.500005,False,13.150001525878906,13202.601531982422,0.03,1008.0
2023-03-03,50.0,38.0,9.0,12.39,1.0000000000000003e-05,True,12.650001525878906,480.70005798339844,12.39,470.82000000000005,633.0,181.0,0.05,31.650000000000002,0.500005,False,12.650001525878906,8007.450965881348,0.05,671.0
2023-03-03,51.0,32.0,5.0,11.48,1.0000000000000003e-05,True,11.650001525878906,372.800048828125,11.48,367.36,437.0,20.0,0.06,26.22,0.500005,False,11.650001525878906,5091.050666809082,0.06,469.0
2023-03-03,52.0,49.0,6.0,10.47,1.0000000000000003e-05,True,10.650001525878906,521.8500747680664,10.47,513.0300000000001,179.0,138.0,0.08,14.32,0.500005,False,10.650001525878906,1906.3502731323242,0.08,228.0
2023-03-03,53.0,34.0,3.0,9.83,1.0000000000000003e-05,True,9.650001525878906,328.1000518798828,9.83,334.22,449.0,205.0,0.11,49.39,0.2500075,False,9.650001525878906,4332.850685119629,0.11,483.0
2023-03-03,54.0,69.0,19.0,8.63,1.0000000000000003e-05,True,8.650001525878906,596.8501052856445,8.63,595.47,800.0,84.0,0.15,120.0,0.2500075,False,8.650001525878906,6920.001220703125,0.15,869.0
2023-03-03,55.0,424.0,366.0,7.65,1.0000000000000003e-05,True,7.650001525878906,3243.6006469726562,7.65,3243.6000000000004,972.0,654.0,0.23,223.56,0.2500075,False,7.650001525878906,7435.801483154297,0.23,1396.0
2023-03-03,56.0,115.0,21.0,7.2,1.0000000000000003e-05,True,6.650001525878906,764.7501754760742,7.2,828.0,328.0,186.0,0.35,114.8,0.2500075,False,6.650001525878906,2181.2005004882812,0.35,443.0
2023-03-03,57.0,69.0,5.0,6.0,1.0000000000000003e-05,True,5.650001525878906,389.85010528564453,6.0,414.0,217.0,79.0,0.46,99.82000000000001,0.2500075,False,5.650001525878906,1226.0503311157227,0.46,286.0
